cluster_id,posts_count,profiles_count,top_tokens,likes_sum,likes_avg,views_sum,views_avg,top_post_by_likes_url,top_post_by_likes,top_by_views_url,top_by_views
1,405,5,"врач,клиник,здоровь,можн,котор,номер,записатьс,при",151693,374.55,7994640,32764.92,https://www.instagram.com/p/DHTixjhtXS8/,74952,https://www.instagram.com/p/DOJBoteCCfd/,3439362
