profile_url,label,start,end
https://www.instagram.com/lode.med/,ЛОДЭ,2025-01-01,2026-02-01
https://www.instagram.com/nordin.medcentr/,Нордин,2025-01-01,2026-02-01
https://www.instagram.com/mercimed.by/,Мерцимед,2025-01-01,2026-02-01
https://www.instagram.com/kravira.by/,Крабира,2025-01-01,2026-02-01
https://www.instagram.com/kaskadclinica/,Каскад,2025-01-01,2026-02-01
https://www.instagram.com/proud_clinic/,Прауд клиника,2025-01-01,2026-02-01
https://www.instagram.com/sante.by/,Санте,2025-01-01,2026-02-01
